date,sample.bout,Transect,baseline,baseline.rep,Number of Points Along Transect_fromRick,Number of points along transect_ChrissyCalc,Transect_Length,Transect Point,Bank_Location,Hit Number,Family,Species Hit,Surface Hit,Transect Point Soil Surface,VegHit_SoilSurfaceHit,Longevity,Longevity_2,Habit,FunctionalGroup,FunctionalGroup2,Nativity,Cvalue,WIS_WMVC,WIS_GP,WIS_Grouped
7/2/2020,2,B18-0,B18,1,28,35,8.5,2.25,upper,2,Salicaceae,Salix exigua ssp. exigua,NULL,litter,Salix exigua ssp. exigua,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FACW,FACW,FACW-OBL
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,1,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,1.25,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,3.25,lower,1,Poaceae,Schedonorus arundinaceus,NULL,bare soil,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,3.5,lower,1,Poaceae,Schedonorus arundinaceus,NULL,bare soil,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B5-12.5,B5,2,18,18,4.25,4,lower,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B5-37.5,B5,4,17,17,4,0,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-0,B7,1,16,16,3.75,0.75,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-0,B7,1,16,16,3.75,3,lower,2,Poaceae,Schedonorus arundinaceus,NULL,bare soil,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-0,B7,1,16,16,3.75,3.25,lower,1,Poaceae,Schedonorus arundinaceus,NULL,bare soil,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-12.5,B7,2,20,20,4.75,0.75,upper,1,Poaceae,Schedonorus arundinaceus,NULL,bare soil,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-37.5,B7,4,20,20,4.75,0,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-37.5,B7,4,20,20,4.75,0.5,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-37.5,B7,4,20,20,4.75,0.75,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-37.5,B7,4,20,20,4.75,1,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-37.5,B7,4,20,20,4.75,2.75,middle,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/26/2020,1,B7-37.5,B7,4,20,20,4.75,4.5,lower,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/30/2020,2,B13-12.5,B13,2,17,28,6.75,1.75,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/30/2020,2,B13-12.5,B13,2,17,28,6.75,3.75,middle,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,2,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
7/2/2020,2,B18-50,B18,5,20,29,7,2.25,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B5-12.5,B5,2,18,29,7,0.75,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B5-37.5,B5,4,17,21,5,0,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B5-37.5,B5,4,17,21,5,0.25,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B5-37.5,B5,4,17,21,5,0.5,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B5-37.5,B5,4,17,21,5,0.75,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B5-37.5,B5,4,17,21,5,3.25,lower,2,Poaceae,Schedonorus arundinaceus,NULL,bare soil,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-0,B7,1,16,29,7,0.25,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-0,B7,1,16,29,7,0.75,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-0,B7,1,16,29,7,1,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-0,B7,1,16,29,7,1.5,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-0,B7,1,16,29,7,3.75,middle,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-12.5,B7,2,20,29,7,1.5,upper,2,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-25,B7,3,21,33,8,5.25,middle,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-25,B7,3,21,33,8,5.75,lower,1,Poaceae,Schedonorus arundinaceus,NULL,bare soil,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-37.5,B7,4,20,29,7,0,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-37.5,B7,4,20,29,7,0.25,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-37.5,B7,4,20,29,7,0.5,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-37.5,B7,4,20,29,7,1,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-37.5,B7,4,20,29,7,1.25,upper,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-37.5,B7,4,20,29,7,4.5,middle,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-37.5,B7,4,20,29,7,4.75,lower,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
6/29/2020,2,B7-37.5,B7,4,20,29,7,5,lower,1,Poaceae,Schedonorus arundinaceus,NULL,litter,Schedonorus arundinaceus,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Introduced,0,FAC,FACU,FACU-UPL
5/28/2020,1,B14-25,B14,3,41,41,10,7.75,lower,1,Cyperaceae,Schoenoplectus tabernaemontani,NULL,bare soil,Schoenoplectus tabernaemontani,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Native,3,OBL,OBL,FACW-OBL
7/1/2020,2,B14-25,B14,3,41,51,12.5,8,middle,2,Cyperaceae,Schoenoplectus tabernaemontani,NULL,bare soil,Schoenoplectus tabernaemontani,Perennial,Long-lived,Graminoid,PG,Long-lived Graminoid,Native,3,OBL,OBL,FACW-OBL
5/29/2020,1,B15-50,B15,5,24,24,5.75,0.5,upper,1,Asteraceae,Scorzonera laciniata,NULL,litter,Scorzonera laciniata,Variable,Variable,Forb,VF,Variable Forb,Introduced,0,UPL,UPL,FACU-UPL
5/29/2020,1,B15-50,B15,5,24,24,5.75,2,middle,1,Asteraceae,Scorzonera laciniata,NULL,litter,Scorzonera laciniata,Variable,Variable,Forb,VF,Variable Forb,Introduced,0,UPL,UPL,FACU-UPL
6/30/2020,2,B13-12.5,B13,2,17,28,6.75,0,upper,2,Asteraceae,Scorzonera laciniata,NULL,litter,Scorzonera laciniata,Variable,Variable,Forb,VF,Variable Forb,Introduced,0,UPL,UPL,FACU-UPL
7/1/2020,2,B15-50,B15,5,24,26,6.25,0,upper,1,Asteraceae,Scorzonera laciniata,NULL,litter,Scorzonera laciniata,Variable,Variable,Forb,VF,Variable Forb,Introduced,0,UPL,UPL,FACU-UPL
5/22/2020,1,B3-20,B3,3,37,37,9,4.25,middle,1,Asteraceae,Solidago gigantea,NULL,bare soil,Solidago gigantea,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,6,FACW,FAC,FAC
5/22/2020,1,B3-20,B3,3,37,37,9,4.5,middle,1,Asteraceae,Solidago gigantea,NULL,bare soil,Solidago gigantea,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,6,FACW,FAC,FAC
6/30/2020,2,B10-37.5,B10,4,26,39,9.5,4,middle,2,Asteraceae,Solidago gigantea,NULL,litter,Solidago gigantea,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,6,FACW,FAC,FAC
5/28/2020,1,B14-25,B14,3,41,41,10,4.25,middle,2,Asteraceae,Sonchus oleraceus,NULL,bare soil,Sonchus oleraceus,Annual,Short-lived,Forb,AF,Short-lived Forb,Introduced,0,UPL,UPL,FACU-UPL
5/28/2020,1,B13-0,B13,1,29,29,7,0.25,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/28/2020,1,B13-0,B13,1,29,29,7,2,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/28/2020,1,B13-0,B13,1,29,29,7,2.25,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/28/2020,1,B13-0,B13,1,29,29,7,2.5,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/28/2020,1,B13-0,B13,1,29,29,7,3,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/28/2020,1,B13-0,B13,1,29,29,7,3.75,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/29/2020,1,B17-0,B17,1,18,18,4.25,1,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/29/2020,1,B17-0,B17,1,18,18,4.25,1.25,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/29/2020,1,B17-0,B17,1,18,18,4.25,1.5,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,bare soil,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/29/2020,1,B17-0,B17,1,18,18,4.25,1.75,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/29/2020,1,B17-0,B17,1,18,18,4.25,2,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/29/2020,1,B17-0,B17,1,18,18,4.25,2.25,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/29/2020,1,B17-0,B17,1,18,18,4.25,2.5,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/29/2020,1,B17-0,B17,1,18,18,4.25,3.25,lower,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,0.5,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,0.75,upper,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,1.5,upper,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,1.75,upper,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,2,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,2.25,upper,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,2.5,upper,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,bare soil,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,2.75,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,bare soil,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,3,middle,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,bare soil,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,3.25,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,3.5,middle,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/30/2020,2,B13-0,B13,1,29,31,7.5,3.75,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/1/2020,2,B15-37.5,B15,4,27,22,5.25,2.25,middle,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/1/2020,2,B15-37.5,B15,4,27,22,5.25,3.25,middle,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,1.25,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,1.5,upper,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,1.75,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,2,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,2.25,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,2.5,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,2.75,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,3,middle,1,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
7/2/2020,2,B17-0,B17,1,18,20,4.75,3.25,lower,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
6/29/2020,2,B7-50,B7,5,17,23,5.5,3.5,middle,2,Caprifoliaceae,Symphoricarpos occidentalis,NULL,litter,Symphoricarpos occidentalis,Perennial,Long-lived,Woody,W,Long-lived Woody,Native,3,FAC,UPL,FACU-UPL
5/27/2020,1,B10-37.5,B10,4,26,26,6.25,3.5,middle,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/28/2020,1,B13-0,B13,1,29,29,7,1,upper,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/28/2020,1,B13-0,B13,1,29,29,7,1.25,upper,2,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/28/2020,1,B13-0,B13,1,29,29,7,1.75,upper,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/28/2020,1,B13-12.5,B13,2,17,17,4,1.75,middle,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/28/2020,1,B13-12.5,B13,2,17,17,4,2.5,middle,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/28/2020,1,B13-12.5,B13,2,17,17,4,3,lower,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/28/2020,1,B13-12.5,B13,2,17,17,4,3.25,lower,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/29/2020,1,B15-0,B15,1,36,36,8.75,2.75,upper,2,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/29/2020,1,B15-0,B15,1,36,36,8.75,3.75,middle,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/29/2020,1,B15-37.5,B15,4,27,27,6.5,1.75,upper,2,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/29/2020,1,B15-37.5,B15,4,27,27,6.5,2,upper,2,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/29/2020,1,B15-37.5,B15,4,27,27,6.5,3,middle,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/29/2020,1,B15-37.5,B15,4,27,27,6.5,3.25,middle,1,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
5/29/2020,1,B15-37.5,B15,4,27,27,6.5,3.5,middle,2,Asteraceae,Symphyotrichum lanceolatum ssp. hesperium,NULL,litter,Symphyotrichum lanceolatum ssp. hesperium,Perennial,Long-lived,Forb,PF,Long-lived Forb,Native,5,OBL,FACW,FACW-OBL
