date,sample.bout,Transect,baseline,baseline.rep,Number of Points Along Transect_fromRick,Number of points along transect_ChrissyCalc,Transect_Length,Transect Point,Bank_Location,Hit Number,Species Hit,Surface Hit,Transect Point Soil Surface,VegHit_SoilSurfaceHit,Longevity,Longevity_2,Habit,FunctionalGroup2,FunctionalGroup,Nativity,Cvalue,WIS_WMVC,WIS_GP,WIS_Grouped
6/1/20,1,B18-12.5,B18,2,24,24,5.75,5.25,lower,2,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/1/20,1,B18-12.5,B18,2,24,24,5.75,5.5,lower,2,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/1/20,1,B18-12.5,B18,2,24,24,5.75,5.75,lower,2,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
7/2/20,2,B18-12.5,B18,2,24,37,9,8.75,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
7/2/20,2,B18-12.5,B18,2,24,37,9,9,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/1/20,1,B18-25,B18,3,17,17,4,4,lower,2,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/1/20,1,B18-25,B18,3,17,17,4,4,lower,2,NA,litter,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/1/20,1,B18-37.5,B18,4,17,17,4,4,lower,2,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
7/2/20,2,B18-37.5,B18,4,17,28,6.75,5.75,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
7/2/20,2,B18-37.5,B18,4,17,28,6.75,6,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
7/2/20,2,B18-37.5,B18,4,17,28,6.75,6.25,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
7/2/20,2,B18-37.5,B18,4,17,28,6.75,6.5,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
7/2/20,2,B18-37.5,B18,4,17,28,6.75,6.75,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
6/1/20,1,B18-50,B18,5,20,20,4.75,4.75,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
7/2/20,2,B18-50,B18,5,20,29,7,7,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-0,B5,1,18,18,4.25,4.25,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-12.5,B5,2,18,18,4.25,4.25,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,3.75,lower,2,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-25,B5,3,17,17,4,4,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-37.5,B5,4,17,17,4,4,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B5-50,B5,5,20,20,4.75,4.75,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,3.5,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,3.5,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,3.75,lower,NA,NA,NA,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-12.5,B7,2,20,20,4.75,4.75,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-37.5,B7,4,20,20,4.75,4.75,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-50,B7,5,17,17,4,4,lower,1,NA,water,water,water,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-25,B13,3,17,27,6.5,4.5,middle,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-25,B13,3,17,27,6.5,5,lower,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-25,B13,3,17,27,6.5,5.5,lower,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-25,B13,3,17,27,6.5,6,lower,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-25,B13,3,17,27,6.5,6.5,lower,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-50,B10,5,28,28,6.75,0,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-25,B13,3,17,23,5.5,0,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-25,B13,3,17,23,5.5,0.25,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-25,B13,3,17,23,5.5,0.5,upper,2,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,0,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,0.25,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,0.5,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-50,B14,5,18,33,8,0,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-50,B14,5,18,33,8,0.25,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-50,B14,5,18,33,8,0.5,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-50,B15,5,24,24,5.75,1,upper,1,Agropyron cristatum,NA,litter,Agropyron cristatum,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,3,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,3.5,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,3.75,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,4,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,2.5,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,3,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,3.5,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,4.75,lower,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,5.25,lower,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,5.5,lower,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-37.5,B17,4,24,24,5.75,3.25,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,2.75,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,3,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,3.25,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,4,middle,1,Apocynum cannabinum,NA,litter,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,5.5,lower,1,Apocynum cannabinum,NA,bare soil,Apocynum cannabinum,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-37.5,B10,4,26,26,6.25,0,upper,2,Artemisia ludoviciana,NA,litter,Artemisia ludoviciana,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-37.5,B10,4,26,26,6.25,0.25,upper,1,Artemisia ludoviciana,NA,litter,Artemisia ludoviciana,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-37.5,B10,4,26,39,9.5,1,upper,1,Artemisia ludoviciana,NA,litter,Artemisia ludoviciana,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-37.5,B10,4,26,39,9.5,6.5,lower,2,Asclepias,NA,litter,Asclepias,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-0,B15,1,36,41,10,3.75,middle,2,Asclepias speciosa,NA,litter,Asclepias speciosa,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,3,middle,1,Asclepias speciosa,NA,bare soil,Asclepias speciosa,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,5,middle,1,Asclepias speciosa,NA,litter,Asclepias speciosa,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,5.75,lower,2,Asclepias speciosa,NA,litter,Asclepias speciosa,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,2.75,middle,1,Asclepias speciosa,NA,litter,Asclepias speciosa,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,3,middle,2,Asclepias speciosa,NA,litter,Asclepias speciosa,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,5,lower,1,Asclepias speciosa,NA,litter,Asclepias speciosa,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/26/20,1,B7-0,B7,1,16,16,3.75,1.75,middle,2,Asclepias speciosa,NA,litter,Asclepias speciosa,Perennial,Long-lived,Forb,Long-lived Forb,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,0.75,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-12.5,B10,2,28,28,6.75,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,2.25,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,2.5,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,3.25,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,3.5,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,3.75,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-12.5,B10,2,28,29,7,4.25,middle,2,Bromus inermis,litter,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-25,B10,3,41,41,10,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-25,B10,3,41,41,10,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-25,B10,3,41,41,10,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-25,B10,3,41,41,10,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/27/20,1,B10-25,B10,3,41,41,10,2.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-25,B10,3,41,37,9,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-25,B10,3,41,37,9,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-25,B10,3,41,37,9,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-25,B10,3,41,37,9,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-25,B10,3,41,37,9,1.75,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-25,B10,3,41,37,9,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-25,B10,3,41,37,9,2.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-25,B10,3,41,37,9,2.5,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-50,B10,5,28,33,8,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-50,B10,5,28,33,8,1.75,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B10-50,B10,5,28,33,8,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-0,B13,1,29,31,7.5,0.75,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-0,B13,1,29,31,7.5,1,upper,2,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-0,B13,1,29,31,7.5,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-0,B13,1,29,31,7.5,2.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-0,B13,1,29,31,7.5,2.5,upper,1,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-0,B13,1,29,31,7.5,3,middle,1,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-25,B13,3,17,27,6.5,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-25,B13,3,17,27,6.5,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-25,B13,3,17,23,5.5,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-25,B13,3,17,23,5.5,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-25,B13,3,17,23,5.5,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-25,B13,3,17,23,5.5,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-35.5,B13,4,20,20,4.75,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-35.5,B13,4,20,20,4.75,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-35.5,B13,4,20,20,4.75,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-35.5,B13,4,20,20,4.75,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-35.5,B13,4,20,25,6,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-35.5,B13,4,20,25,6,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-35.5,B13,4,20,25,6,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-35.5,B13,4,20,25,6,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-35.5,B13,4,20,25,6,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-35.5,B13,4,20,25,6,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-35.5,B13,4,20,25,6,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-50,B13,5,20,20,4.75,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-50,B13,5,20,20,4.75,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-50,B13,5,20,20,4.75,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-50,B13,5,20,20,4.75,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-50,B13,5,20,20,4.75,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B13-50,B13,5,20,20,4.75,1.5,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,1,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
