Org_trayID,Full_TrayID,Baseline,TrayID,Transect_ID,Bank_Gradient,Germinant ID,Family,Genus,Species,Specific Epithet_wconservative cf,SPECIFIC_EPITHET_FINAL,WIS_Grouped,WIS,Longevity_1,Longevity_2,Habit,Functional_Group_1,Functional_Group_2,Origin,Cultivar_Noxious,C_Value,C_Value_2
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U133,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U134,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U135,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
19,B15_0_BOTTOM,B15,0,B15_0,BOTTOM,U136,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,U1,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
25,B18_0_BOTTOM,B18,0,B18_0,BOTTOM,U2,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U1,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U2,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U3,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U4,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U5,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U6,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U7,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U8,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U9,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U10,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U11,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U12,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U13,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U14,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U15,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U16,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U17,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U18,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U19,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U20,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U21,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U22,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U23,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U24,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U25,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U26,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U27,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U28,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U29,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U30,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U31,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U32,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U33,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U34,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U35,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U36,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U37,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U38,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U39,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U40,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U41,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U42,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U43,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U44,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U45,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U46,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U47,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U48,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U49,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U50,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U51,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U52,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U53,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U54,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U55,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U56,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U57,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U58,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U59,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U60,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U61,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U62,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U63,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U64,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U65,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U66,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U67,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U68,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U69,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
26,B18_25_BOTTOM,B18,25,B18_25,BOTTOM,U70,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
27,B18_50_BOTTOM,B18,50,B18_50,BOTTOM,U1,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
27,B18_50_BOTTOM,B18,50,B18_50,BOTTOM,U2,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
27,B18_50_BOTTOM,B18,50,B18_50,BOTTOM,U3,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
27,B18_50_BOTTOM,B18,50,B18_50,BOTTOM,U4,Juncaceae,cf. Juncus,sp. ,cf. Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
48,B15_50_MIDDLE,B15,50,B15_50,MIDDLE,G12,Juncaceae,Juncus,sp. ,Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
81,B18_50_TOP,B18,50,B18_50,TOP,G8,Juncaceae,Juncus,sp. ,Juncus sp. ,Juncus sp.,FACW-OBL,Juncus sp. (FACW-OBL),NA,NA,Graminoid,NA Graminoid,NA Graminoid,NA,NA,NA,NA
7,B7_0_BOTTOM,B7,0,B7_0,BOTTOM,G1,Lamiaceae,Lamium,amplexicaule,Lamium amplexicaule,Lamium amplexicaule,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
20,B15_25_BOTTOM,B15,25,B15_25,BOTTOM,G5,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
21,B15_50_BOTTOM,B15,50,B15_50,BOTTOM,G26,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
21,B15_50_BOTTOM,B15,50,B15_50,BOTTOM,G21,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
24,B17_50_BOTTOM,B17,50,B17_50,BOTTOM,G5,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
24,B17_50_BOTTOM,B17,50,B17_50,BOTTOM,G6,Poaceae,Diplachne,fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,Diplachne fusca ssp. fascicularis,FACW-OBL,FACW,Annual,Short-lived,Graminoid,Annual Graminoid,Short-lived Graminoid,Native,NA,4,4
43,B14_0_MIDDLE,B14,0,B14_0,MIDDLE,G1,Solanaceae,Leucophysalis,grandiflora,Leucophysalis grandiflora,Leucophysalis grandiflora,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,NA,NA,NA,NA
16,B14_0_BOTTOM,B14,0,B14_0,BOTTOM,G2,Malvaceae,Malva,neglecta,Malva neglecta,Malva neglecta,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
59,B5_25_TOP,B5,25,B5_25,TOP,U1,Malvaceae,Malva,neglecta,Malva neglecta,Malva neglecta,FACU-UPL,UPL,Annual,Short-lived,Forb,Annual Forb,Short-lived Forb,Introduced,NA,0,0
5,B5_25_BOTTOM,B5,25,B5_25,BOTTOM,G1,Fabaceae,Melilotus,sp. ,Melilotus sp. ,Melilotus sp. ,FACU-UPL,FACU,Annual to Biennial,Short-lived,Forb,Annual to Biennial Forb,Short-lived Forb,Introduced,NA,0,0
5,B5_25_BOTTOM,B5,25,B5_25,BOTTOM,U1,Fabaceae,Melilotus,sp. ,Melilotus sp. ,Melilotus sp. ,FACU-UPL,FACU,Annual to Biennial,Short-lived,Forb,Annual to Biennial Forb,Short-lived Forb,Introduced,NA,0,0
30,B3_41_MIDDLE,B3,41,B3_41,MIDDLE,G2,Fabaceae,Melilotus,sp. ,Melilotus sp. ,Melilotus sp. ,FACU-UPL,FACU,Annual to Biennial,Short-lived,Forb,Annual to Biennial Forb,Short-lived Forb,Introduced,NA,0,0
30,B3_41_MIDDLE,B3,41,B3_41,MIDDLE,G1,Fabaceae,Melilotus,sp. ,Melilotus sp. ,Melilotus sp. ,FACU-UPL,FACU,Annual to Biennial,Short-lived,Forb,Annual to Biennial Forb,Short-lived Forb,Introduced,NA,0,0
54,B18_50_MIDDLE,B18,50,B18_50,MIDDLE,G8,Fabaceae,Melilotus,sp. ,Melilotus sp. ,Melilotus sp. ,FACU-UPL,FACU,Annual to Biennial,Short-lived,Forb,Annual to Biennial Forb,Short-lived Forb,Introduced,NA,0,0
52,B18_0_MIDDLE,B18,0,B18_0,MIDDLE,G14,Lamiaceae,cf. Mentha,arvensis,cf. Mentha arvensis,Mentha arvensis,FACW-OBL,FACW,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Native,NA,4,4
30,B3_41_MIDDLE,B3,41,B3_41,MIDDLE,G6,Lamiaceae,Nepeta,cataria,Nepeta cataria,Nepeta cataria,FACU-UPL,FACU,Perennial,Long-lived,Forb,Perennial Forb,Long-lived Forb,Introduced,NA,0,0
42,B13_50_MIDDLE,B13,50,B13_50,MIDDLE,G6,Onagraceae,Oenothera,cf. villosa,Oenothera cf. villosa,Oenothera cf. villosa,FACU-UPL,FACU,Biennial,Short-lived,Forb,Biennial Forb,Short-lived Forb,Native,NA,4,4
42,B13_50_MIDDLE,B13,50,B13_50,MIDDLE,G7,Onagraceae,Oenothera,cf. villosa,Oenothera cf. villosa,Oenothera cf. villosa,FACU-UPL,FACU,Biennial,Short-lived,Forb,Biennial Forb,Short-lived Forb,Native,NA,4,4
